period,session_id,region,device,user_segment,peak_hour,promo_shown,app_open,store_view,cart_add,checkout_start,order_placed,sessions
baseline,ORD-00795,west,web,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00796,west,ios,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00797,west,android,casual,1,0,1,1,1,1,1,1
baseline,ORD-00798,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00799,west,ios,new_user,0,1,1,1,1,1,1,1
baseline,ORD-00800,west,android,casual,0,0,1,1,1,1,1,1
baseline,ORD-00801,west,web,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00802,west,ios,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00803,west,android,casual,0,1,1,1,1,1,0,1
baseline,ORD-00804,west,web,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00805,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00806,west,android,casual,1,0,1,1,1,1,0,1
baseline,ORD-00807,west,web,power_user,1,1,1,1,1,1,0,1
baseline,ORD-00808,west,ios,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00809,west,android,casual,0,0,1,1,1,0,0,1
baseline,ORD-00810,west,web,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00811,west,ios,new_user,1,1,1,1,1,0,0,1
baseline,ORD-00812,west,android,casual,1,0,1,1,1,0,0,1
baseline,ORD-00813,west,web,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00814,west,ios,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00815,west,android,casual,0,1,1,1,0,0,0,1
baseline,ORD-00816,west,web,power_user,1,0,1,1,0,0,0,1
baseline,ORD-00817,west,ios,new_user,1,0,1,1,0,0,0,1
baseline,ORD-00818,west,android,casual,0,0,1,1,0,0,0,1
baseline,ORD-00819,west,web,power_user,0,1,1,1,0,0,0,1
baseline,ORD-00820,west,ios,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00821,west,android,casual,1,0,1,0,0,0,0,1
baseline,ORD-00822,west,web,power_user,1,0,1,0,0,0,0,1
baseline,ORD-00823,west,ios,new_user,0,1,1,0,0,0,0,1
baseline,ORD-00824,west,android,casual,0,0,1,0,0,0,0,1
baseline,ORD-00825,west,web,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00826,west,ios,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00827,west,android,casual,1,1,1,1,1,1,1,1
baseline,ORD-00828,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00829,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00830,west,android,casual,0,0,1,1,1,1,0,1
baseline,ORD-00831,west,web,power_user,1,1,1,1,1,1,0,1
baseline,ORD-00832,west,ios,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00833,west,android,casual,0,0,1,1,1,0,0,1
baseline,ORD-00834,west,web,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00835,west,ios,new_user,0,1,1,1,1,0,0,1
baseline,ORD-00836,west,android,casual,1,0,1,1,1,0,0,1
baseline,ORD-00837,west,web,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00838,west,ios,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00839,west,android,casual,0,1,1,1,1,1,1,1
baseline,ORD-00840,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00841,west,ios,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00842,west,android,casual,1,0,1,1,1,1,0,1
baseline,ORD-00843,west,web,power_user,0,1,1,1,1,1,0,1
baseline,ORD-00844,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00845,west,android,casual,0,0,1,1,1,1,1,1
baseline,ORD-00846,west,web,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00847,west,ios,new_user,1,1,1,1,1,1,1,1
baseline,ORD-00848,west,android,casual,0,0,1,1,1,1,1,1
baseline,ORD-00849,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00850,west,ios,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00851,west,android,casual,1,1,1,1,1,1,1,1
baseline,ORD-00852,west,web,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00853,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00854,west,android,casual,0,0,1,1,1,1,0,1
baseline,ORD-00855,west,web,power_user,0,1,1,1,1,1,0,1
baseline,ORD-00856,west,ios,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00857,west,android,casual,1,0,1,1,1,0,0,1
baseline,ORD-00858,west,web,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00859,west,ios,new_user,0,1,1,1,1,0,0,1
baseline,ORD-00860,west,android,casual,0,0,1,1,1,0,0,1
baseline,ORD-00861,west,web,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00862,west,ios,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00863,west,android,casual,0,1,1,1,1,0,0,1
baseline,ORD-00864,west,web,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00865,west,ios,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00866,west,android,casual,1,0,1,1,0,0,0,1
baseline,ORD-00867,west,web,power_user,1,1,1,1,0,0,0,1
baseline,ORD-00868,west,ios,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00869,west,android,casual,0,0,1,1,0,0,0,1
baseline,ORD-00870,west,web,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00871,west,ios,new_user,1,1,1,0,0,0,0,1
baseline,ORD-00872,west,android,casual,1,0,1,0,0,0,0,1
baseline,ORD-00873,west,web,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00874,west,ios,new_user,0,0,1,0,0,0,0,1
baseline,ORD-00875,west,android,casual,0,1,1,0,0,0,0,1
baseline,ORD-00876,west,web,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00877,west,ios,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00878,west,android,casual,0,0,1,1,1,1,0,1
baseline,ORD-00879,west,web,power_user,0,1,1,1,1,1,0,1
baseline,ORD-00880,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00881,west,android,casual,1,0,1,1,1,1,0,1
baseline,ORD-00882,west,web,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00883,west,ios,new_user,0,1,1,1,1,0,0,1
baseline,ORD-00884,west,android,casual,0,0,1,1,1,0,0,1
baseline,ORD-00885,west,web,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00886,west,ios,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00887,west,android,casual,1,1,1,1,1,0,0,1
baseline,ORD-00888,west,web,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00889,west,ios,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00890,west,android,casual,0,0,1,1,1,1,1,1
baseline,ORD-00891,west,web,power_user,1,1,1,1,1,1,0,1
baseline,ORD-00892,west,ios,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00893,west,android,casual,0,0,1,1,1,1,0,1
baseline,ORD-00894,west,web,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00895,west,ios,new_user,0,1,1,1,1,1,1,1
baseline,ORD-00896,west,android,casual,1,0,1,1,1,1,1,1
baseline,ORD-00897,west,web,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00898,west,ios,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00899,west,android,casual,0,1,1,1,1,1,1,1
baseline,ORD-00900,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00901,west,ios,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00902,west,android,casual,1,0,1,1,1,1,1,1
baseline,ORD-00903,west,web,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00904,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00905,west,android,casual,0,0,1,1,1,1,0,1
baseline,ORD-00906,west,web,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00907,west,ios,new_user,1,1,1,1,1,1,0,1
baseline,ORD-00908,west,android,casual,0,0,1,1,1,0,0,1
baseline,ORD-00909,west,web,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00910,west,ios,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00911,west,android,casual,1,1,1,1,1,0,0,1
baseline,ORD-00912,west,web,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00913,west,ios,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00914,west,android,casual,0,0,1,1,0,0,0,1
baseline,ORD-00915,west,web,power_user,0,1,1,1,0,0,0,1
baseline,ORD-00916,west,ios,new_user,1,0,1,1,0,0,0,1
baseline,ORD-00917,west,android,casual,1,0,1,1,0,0,0,1
baseline,ORD-00918,west,web,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00919,west,ios,new_user,0,1,1,1,0,0,0,1
baseline,ORD-00920,west,android,casual,0,0,1,1,0,0,0,1
baseline,ORD-00921,west,web,power_user,1,0,1,0,0,0,0,1
baseline,ORD-00922,west,ios,new_user,1,0,1,0,0,0,0,1
baseline,ORD-00923,west,android,casual,0,1,1,0,0,0,0,1
baseline,ORD-00924,west,web,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00925,west,ios,new_user,0,0,1,0,0,0,0,1
baseline,ORD-00926,west,android,casual,1,0,1,1,1,1,1,1
baseline,ORD-00927,west,web,power_user,1,1,1,1,1,1,1,1
baseline,ORD-00928,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00929,west,android,casual,0,0,1,1,1,1,0,1
baseline,ORD-00930,west,web,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00931,west,ios,new_user,1,1,1,1,1,1,0,1
baseline,ORD-00932,west,android,casual,1,0,1,1,1,0,0,1
baseline,ORD-00933,west,web,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00934,west,ios,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00935,west,android,casual,0,1,1,1,1,0,0,1
baseline,ORD-00936,west,web,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00937,west,ios,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00938,west,android,casual,0,0,1,1,1,0,0,1
baseline,ORD-00939,west,web,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00940,west,ios,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00941,west,android,casual,1,0,1,1,1,1,0,1
baseline,ORD-00942,west,web,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00943,west,ios,new_user,0,1,1,1,1,1,0,1
baseline,ORD-00944,west,android,casual,0,0,1,1,1,1,0,1
baseline,ORD-00945,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00946,west,ios,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00947,west,android,casual,1,1,1,1,1,1,1,1
baseline,ORD-00948,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00949,west,ios,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00950,west,android,casual,0,0,1,1,1,1,1,1
baseline,ORD-00951,west,web,power_user,1,1,1,1,1,1,1,1
baseline,ORD-00952,west,ios,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00953,west,android,casual,0,0,1,1,1,1,0,1
baseline,ORD-00954,west,web,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00955,west,ios,new_user,0,1,1,1,1,1,0,1
baseline,ORD-00956,west,android,casual,1,0,1,1,1,1,0,1
baseline,ORD-00957,west,web,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00958,west,ios,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00959,west,android,casual,0,1,1,1,1,0,0,1
baseline,ORD-00960,west,web,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00961,west,ios,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00962,west,android,casual,1,0,1,1,1,0,0,1
baseline,ORD-00963,west,web,power_user,0,1,1,1,1,0,0,1
baseline,ORD-00964,west,ios,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00965,west,android,casual,0,0,1,1,0,0,0,1
baseline,ORD-00966,west,web,power_user,1,0,1,1,0,0,0,1
baseline,ORD-00967,west,ios,new_user,1,1,1,1,0,0,0,1
baseline,ORD-00968,west,android,casual,0,0,1,1,0,0,0,1
baseline,ORD-00969,west,web,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00970,west,ios,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00971,west,android,casual,1,1,1,0,0,0,0,1
baseline,ORD-00972,west,web,power_user,1,0,1,0,0,0,0,1
baseline,ORD-00973,west,ios,new_user,0,0,1,0,0,0,0,1
baseline,ORD-00974,west,android,casual,0,0,1,0,0,0,0,1
baseline,ORD-00975,west,web,power_user,0,1,1,0,0,0,0,1
baseline,ORD-00976,west,ios,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00977,west,android,casual,1,0,1,1,1,1,1,1
baseline,ORD-00978,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00979,west,ios,new_user,0,1,1,1,1,1,0,1
baseline,ORD-00980,west,android,casual,0,0,1,1,1,1,0,1
baseline,ORD-00981,west,web,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00982,west,ios,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00983,west,android,casual,0,1,1,1,1,0,0,1
baseline,ORD-00984,west,web,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00985,west,ios,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00986,west,android,casual,1,0,1,1,1,0,0,1
baseline,ORD-00987,west,web,power_user,1,1,1,1,1,0,0,1
baseline,ORD-00988,west,ios,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00989,west,android,casual,0,0,1,1,1,1,1,1
baseline,ORD-00990,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00991,west,ios,new_user,1,1,1,1,1,1,0,1
baseline,ORD-00992,west,android,casual,1,0,1,1,1,1,0,1
baseline,ORD-00993,west,web,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00994,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00995,west,android,casual,0,1,1,1,1,1,1,1
baseline,ORD-00996,west,web,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00997,west,ios,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00998,west,android,casual,0,0,1,1,1,1,1,1
baseline,ORD-00999,west,web,power_user,0,1,1,1,1,1,1,1
baseline,ORD-01000,west,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01001,north,android,casual,1,1,1,1,1,1,1,1
current,ORD-01002,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01003,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01004,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01005,north,web,power_user,0,1,1,1,1,1,1,1
current,ORD-01006,north,ios,new_user,1,0,1,1,1,1,1,1
current,ORD-01007,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01008,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01009,north,ios,new_user,0,1,1,1,1,1,0,1
current,ORD-01010,north,android,casual,0,0,1,1,1,1,0,1
current,ORD-01011,north,web,power_user,1,0,1,1,1,1,0,1
current,ORD-01012,north,ios,new_user,1,0,1,1,1,1,0,1
current,ORD-01013,north,android,casual,0,1,1,1,1,1,0,1
current,ORD-01014,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01015,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01016,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01017,north,web,power_user,1,1,1,1,1,1,1,1
current,ORD-01018,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01019,north,android,casual,0,0,1,1,1,0,0,1
current,ORD-01020,north,web,power_user,0,0,1,1,1,0,0,1
current,ORD-01021,north,ios,new_user,1,1,1,1,1,0,0,1
current,ORD-01022,north,android,casual,1,0,1,1,1,0,0,1
current,ORD-01023,north,web,power_user,0,0,1,1,1,0,0,1
current,ORD-01024,north,ios,new_user,0,0,1,1,1,0,0,1
current,ORD-01025,north,android,casual,0,1,1,1,1,0,0,1
current,ORD-01026,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01027,north,ios,new_user,1,0,1,1,1,1,1,1
current,ORD-01028,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01029,north,web,power_user,0,1,1,1,1,1,1,1
current,ORD-01030,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01031,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01032,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01033,north,ios,new_user,0,1,1,1,1,1,1,1
current,ORD-01034,north,android,casual,0,0,1,1,1,1,0,1
current,ORD-01035,north,web,power_user,0,0,1,1,1,1,0,1
current,ORD-01036,north,ios,new_user,1,0,1,1,1,1,0,1
current,ORD-01037,north,android,casual,1,1,1,1,0,0,0,1
current,ORD-01038,north,web,power_user,0,0,1,1,0,0,0,1
current,ORD-01039,north,ios,new_user,0,0,1,1,0,0,0,1
current,ORD-01040,north,android,casual,0,0,1,1,0,0,0,1
current,ORD-01041,north,web,power_user,1,1,1,1,0,0,0,1
current,ORD-01042,north,ios,new_user,1,0,1,1,0,0,0,1
current,ORD-01043,north,android,casual,0,0,1,1,0,0,0,1
current,ORD-01044,north,web,power_user,0,0,1,1,0,0,0,1
current,ORD-01045,north,ios,new_user,0,1,1,1,0,0,0,1
current,ORD-01046,north,android,casual,1,0,1,0,0,0,0,1
current,ORD-01047,north,web,power_user,1,0,1,0,0,0,0,1
current,ORD-01048,north,ios,new_user,0,0,1,0,0,0,0,1
current,ORD-01049,north,android,casual,0,1,1,0,0,0,0,1
current,ORD-01050,north,web,power_user,0,0,1,0,0,0,0,1
current,ORD-01051,north,ios,new_user,1,0,1,1,1,1,1,1
current,ORD-01052,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01053,north,web,power_user,0,1,1,1,1,1,1,1
current,ORD-01054,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01055,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01056,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01057,north,ios,new_user,1,1,1,1,1,1,1,1
current,ORD-01058,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01059,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01060,north,ios,new_user,0,0,1,1,1,1,0,1
current,ORD-01061,north,android,casual,1,1,1,1,1,1,0,1
current,ORD-01062,north,web,power_user,1,0,1,1,1,1,0,1
current,ORD-01063,north,ios,new_user,0,0,1,1,1,1,0,1
current,ORD-01064,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01065,north,web,power_user,0,1,1,1,1,1,1,1
current,ORD-01066,north,ios,new_user,1,0,1,1,1,1,1,1
current,ORD-01067,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01068,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01069,north,ios,new_user,0,1,1,1,1,0,0,1
current,ORD-01070,north,android,casual,0,0,1,1,1,0,0,1
current,ORD-01071,north,web,power_user,1,0,1,1,1,0,0,1
current,ORD-01072,north,ios,new_user,1,0,1,1,1,0,0,1
current,ORD-01073,north,android,casual,0,1,1,1,1,0,0,1
current,ORD-01074,north,web,power_user,0,0,1,1,1,0,0,1
current,ORD-01075,north,ios,new_user,0,0,1,1,1,0,0,1
current,ORD-01076,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01077,north,web,power_user,1,1,1,1,1,1,1,1
current,ORD-01078,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01079,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01080,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01081,north,ios,new_user,1,1,1,1,1,1,1,1
current,ORD-01082,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01083,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01084,north,ios,new_user,0,0,1,1,1,1,0,1
current,ORD-01085,north,android,casual,0,1,1,1,1,1,0,1
current,ORD-01086,north,web,power_user,1,0,1,1,0,0,0,1
current,ORD-01087,north,ios,new_user,1,0,1,1,0,0,0,1
current,ORD-01088,north,android,casual,0,0,1,1,0,0,0,1
current,ORD-01089,north,web,power_user,0,1,1,1,0,0,0,1
current,ORD-01090,north,ios,new_user,0,0,1,1,0,0,0,1
current,ORD-01091,north,android,casual,1,0,1,1,0,0,0,1
current,ORD-01092,north,web,power_user,1,0,1,1,0,0,0,1
current,ORD-01093,north,ios,new_user,0,1,1,1,0,0,0,1
current,ORD-01094,north,android,casual,0,0,1,1,0,0,0,1
current,ORD-01095,north,web,power_user,0,0,1,1,0,0,0,1
current,ORD-01096,north,ios,new_user,1,0,1,0,0,0,0,1
current,ORD-01097,north,android,casual,1,1,1,0,0,0,0,1
current,ORD-01098,north,web,power_user,0,0,1,0,0,0,0,1
current,ORD-01099,north,ios,new_user,0,0,1,0,0,0,0,1
current,ORD-01100,north,android,casual,0,0,1,0,0,0,0,1
current,ORD-01101,north,web,power_user,1,1,1,1,1,1,1,1
current,ORD-01102,north,ios,new_user,1,0,1,1,1,1,1,1
current,ORD-01103,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01104,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01105,north,ios,new_user,0,1,1,1,1,1,1,1
current,ORD-01106,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01107,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01108,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01109,north,android,casual,0,1,1,1,1,1,0,1
current,ORD-01110,north,web,power_user,0,0,1,1,1,1,0,1
current,ORD-01111,north,ios,new_user,1,0,1,1,1,1,0,1
current,ORD-01112,north,android,casual,1,0,1,1,1,1,0,1
current,ORD-01113,north,web,power_user,0,1,1,1,1,1,0,1
current,ORD-01114,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01115,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01116,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01117,north,ios,new_user,1,1,1,1,1,1,1,1
current,ORD-01118,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01119,north,web,power_user,0,0,1,1,1,0,0,1
current,ORD-01120,north,ios,new_user,0,0,1,1,1,0,0,1
current,ORD-01121,north,android,casual,1,1,1,1,1,0,0,1
current,ORD-01122,north,web,power_user,1,0,1,1,1,0,0,1
current,ORD-01123,north,ios,new_user,0,0,1,1,1,0,0,1
current,ORD-01124,north,android,casual,0,0,1,1,1,0,0,1
current,ORD-01125,north,web,power_user,0,1,1,1,1,0,0,1
current,ORD-01126,north,ios,new_user,1,0,1,1,1,1,1,1
current,ORD-01127,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01128,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01129,north,ios,new_user,0,1,1,1,1,1,1,1
current,ORD-01130,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01131,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01132,north,ios,new_user,1,0,1,1,1,1,1,1
current,ORD-01133,north,android,casual,0,1,1,1,1,1,1,1
current,ORD-01134,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01135,north,ios,new_user,0,0,1,1,1,1,0,1
current,ORD-01136,north,android,casual,1,0,1,1,1,1,0,1
current,ORD-01137,north,web,power_user,1,1,1,1,0,0,0,1
current,ORD-01138,north,ios,new_user,0,0,1,1,0,0,0,1
current,ORD-01139,north,android,casual,0,0,1,1,0,0,0,1
current,ORD-01140,north,web,power_user,0,0,1,1,0,0,0,1
current,ORD-01141,north,ios,new_user,1,1,1,1,0,0,0,1
current,ORD-01142,north,android,casual,1,0,1,1,0,0,0,1
current,ORD-01143,north,web,power_user,0,0,1,1,0,0,0,1
current,ORD-01144,north,ios,new_user,0,0,1,1,0,0,0,1
current,ORD-01145,north,android,casual,0,1,1,1,0,0,0,1
current,ORD-01146,north,web,power_user,1,0,1,0,0,0,0,1
current,ORD-01147,north,ios,new_user,1,0,1,0,0,0,0,1
current,ORD-01148,north,android,casual,0,0,1,0,0,0,0,1
current,ORD-01149,north,web,power_user,0,1,1,0,0,0,0,1
current,ORD-01150,north,ios,new_user,0,0,1,0,0,0,0,1
current,ORD-01151,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01152,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01153,north,ios,new_user,0,1,1,1,1,1,1,1
current,ORD-01154,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01155,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01156,north,ios,new_user,1,0,1,1,1,1,1,1
current,ORD-01157,north,android,casual,1,1,1,1,1,1,1,1
current,ORD-01158,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01159,north,ios,new_user,0,0,1,1,1,1,0,1
current,ORD-01160,north,android,casual,0,0,1,1,1,1,0,1
current,ORD-01161,north,web,power_user,1,1,1,1,1,1,0,1
current,ORD-01162,north,ios,new_user,1,0,1,1,1,1,0,1
current,ORD-01163,north,android,casual,0,0,1,1,1,1,0,1
current,ORD-01164,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01165,north,ios,new_user,0,1,1,1,1,1,1,1
current,ORD-01166,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01167,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01168,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01169,north,android,casual,0,1,1,1,1,0,0,1
current,ORD-01170,north,web,power_user,0,0,1,1,1,0,0,1
current,ORD-01171,north,ios,new_user,1,0,1,1,1,0,0,1
current,ORD-01172,north,android,casual,1,0,1,1,1,0,0,1
current,ORD-01173,north,web,power_user,0,1,1,1,1,0,0,1
current,ORD-01174,north,ios,new_user,0,0,1,1,1,0,0,1
current,ORD-01175,north,android,casual,0,0,1,1,1,0,0,1
current,ORD-01176,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01177,north,ios,new_user,1,1,1,1,1,1,1,1
current,ORD-01178,north,android,casual,0,0,1,1,1,1,1,1
current,ORD-01179,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01180,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01181,north,android,casual,1,1,1,1,1,1,1,1
current,ORD-01182,north,web,power_user,1,0,1,1,1,1,1,1
current,ORD-01183,north,ios,new_user,0,0,1,1,1,1,1,1
current,ORD-01184,north,android,casual,0,0,1,1,1,1,0,1
current,ORD-01185,north,web,power_user,0,1,1,1,1,1,0,1
current,ORD-01186,north,ios,new_user,1,0,1,1,1,1,0,1
current,ORD-01187,north,android,casual,1,0,1,1,0,0,0,1
current,ORD-01188,north,web,power_user,0,0,1,1,0,0,0,1
current,ORD-01189,north,ios,new_user,0,1,1,1,0,0,0,1
current,ORD-01190,north,android,casual,0,0,1,1,0,0,0,1
current,ORD-01191,north,web,power_user,1,0,1,1,0,0,0,1
current,ORD-01192,north,ios,new_user,1,0,1,1,0,0,0,1
current,ORD-01193,north,android,casual,0,1,1,1,0,0,0,1
current,ORD-01194,north,web,power_user,0,0,1,1,0,0,0,1
current,ORD-01195,north,ios,new_user,0,0,1,1,0,0,0,1
current,ORD-01196,north,android,casual,1,0,1,0,0,0,0,1
current,ORD-01197,north,web,power_user,1,1,1,0,0,0,0,1
current,ORD-01198,north,ios,new_user,0,0,1,0,0,0,0,1
current,ORD-01199,north,android,casual,0,0,1,0,0,0,0,1
current,ORD-01200,north,web,power_user,0,0,1,0,0,0,0,1
current,ORD-01201,north,ios,new_user,1,1,1,1,1,1,1,1
current,ORD-01202,north,android,casual,1,0,1,1,1,1,1,1
current,ORD-01203,north,web,power_user,0,0,1,1,1,1,1,1
current,ORD-01204,north,ios,new_user,0,0,1,1,1,1,1,1
